Name,Total
G. Kilama,255.0
J. Debayo,254.0
B. Chapman,302.0
V. Gendrey,240.0
Li Shenglong,265.0
M. Schlegel,244.0
S. Quigley,198.0
Y. Bangsow,148.0
M. Leahy,162.0
S. Solli,277.0
M. Firlej,235.0
H. Bos,274.0
J. Bird,251.0
V. Arveladze,240.0
K. Kirihata,102.0
A. Penny,219.0
J. von Moos,262.0
G. Boylan,250.0
I. Chicco,153.0
H. Arslan,237.0
A. Nalic,262.0
D. Rodríguez,190.0
S. Karweina,269.0
Fabio,218.0
M. Harness,275.0
C. Rzonca,269.0
A. Manzur,232.0
S. Bone,192.0
T. Sopacua,242.0
H. Takimoto,116.0
Geng Xiaofeng,174.0
M. Soldo,167.0
K. Petratos,267.0
N. Giménez,242.0
Wang Xiaole,267.0
L. Schaffran,128.0
A. Fox,258.0
R. Cooney,241.0
N. Samayoa,200.0
A. Soukouna,277.0
I. Bolaño,291.0
K. Ogawa,270.0
K. Fegrouche,149.0
Lee Ho Seok,279.0
H. Balic,223.0
F. Lauenborg,246.0
K. Saka,242.0
K. Buckley,239.0
L. Scott,251.0
A. Torres,231.0
S. McMann,236.0
A. Rosteghin,130.0
A. Wheeler-Omiunu,263.0
N. Awuku,258.0
B. García,244.0
D. Riccardi,219.0
M. Meli,215.0
D. Petersson,219.0
E. Pauchet,140.0
S. Farelli,175.0
E. Gründemann,117.0
M. Ludwig,252.0
E. Pletinckx,211.0
A. Elyounoussi,282.0
M. Simakan,205.0
G. Kyrnats,172.0
S. Hiramatsu,224.0
N. Gómez,244.0
N. Ralph,290.0
J. Italiano,277.0
A. Ceesay,277.0
M. Awaji,168.0
N. Baeza,249.0
C. Ross,261.0
Yuan Mincheng,196.0
C. Baldovino,124.0
M. Rudakov,145.0
Han Rongze,157.0
J. Sbarra,251.0
F. Marín,258.0
J. Romero,285.0
R. Borkała,249.0
P. Magnon,228.0
Marcos Lavín,140.0
C. Quenum,276.0
Y. Akiyama,262.0
S. Parlati,268.0
A. Appiah,320.0
L. Klemenz,205.0
P. Tomczyk,299.0
A. Oteh,270.0
K. Hattanda,249.0
M. Bayo,262.0
H. Hyseni,199.0
N. D'Agostino,280.0
M. Jeahze,266.0
N. Gallardo,227.0
C. Trejo,238.0
S. High,227.0
L. Maniero,247.0
M. Obiero,234.0
C. Maycock,232.0
T. Attis,240.0
A. Tecpanécatl,250.0
M. Talbi,211.0
E. Herrera,267.0
J. Veyna,231.0
M. Reinthaler,213.0
R. Benz,144.0
R. Fitzsimons,159.0
L. Desmond,222.0
N. Strunck,275.0
H. Arellano,234.0
M. Sevimler,219.0
D. Becker,252.0
Kim Jung Ho,231.0
B. Barclay,194.0
H. Marcelin,179.0
M. Jørgensen,266.0
M. Beeney,133.0
R. Alm,268.0
A. Bakir,247.0
M. Bassouamina,259.0
S. Bose,256.0
Maikel,246.0
J. Urzúa,232.0
B. Wiles,264.0
Park Ji Soo,215.0
D. Liszka,291.0
M. Kumbulla,220.0
Cao Ziheng,282.0
Zhang Huachen,282.0
C. Okoroji,257.0
S. Wamangituka,246.0
R. Way,222.0
Y. Takeoka,226.0
P. Marie,259.0
M. Trovato,247.0
Y. Urra,115.0
A. Beestin,250.0
S. Kowalczyk,264.0
Zhang Xiuwei,273.0
Martín,212.0
S. Sessegnon,269.0
Javi Rubio,238.0
K. Lebon,275.0
C. Pring,274.0
N. Ennis,281.0
J. Krahl,146.0
H. Al Qahtani,240.0
J. Hardy,249.0
S. Córdova,222.0
Q. Roberts,195.0
Zhang Chenlong,258.0
J. Soñora,258.0
A. Al Aryani,269.0
S. Milewski,227.0
A. Ba Masoud,265.0
B. Verbong,142.0
Ryang Yong Gi,201.0
S. Micolta,255.0
C. Huanca,230.0
D. Grootenhuis,258.0
T. Righetti,224.0
Zhang Chong,226.0
G. Shaw,210.0
P. Camará,264.0
Y. Maeda,239.0
C. Galvin,278.0
G. Smith,155.0
B. Stevenson,266.0
M. Yamada,261.0
J. Schau,252.0
D. Kelly,231.0
S. Guðjohnsen,214.0
W. Ebane,226.0
Cao Yongjing,282.0
L. Kouagba,226.0
T. Abraham,264.0
Pablo Cacharrón,191.0
J. Rodríguez,246.0
J. Doherty,252.0
T. Maya,269.0
Du Changjie,276.0
J. Christensen,254.0
J. Anthony,269.0
J. Boote,248.0
T. Odusina,217.0
M. Pattier,132.0
J. Cobián,221.0
Gao Huaze,258.0
D. Sugioka,242.0
C. Månsson,123.0
D. Villa,213.0
R. Coughlan,270.0
A. Álvarez,279.0
A. Estupiñán,262.0
T. Al Kaabi,246.0
H. Rodgers,234.0
S. Shome,246.0
T. Matsumoto,231.0
M. İnan,253.0
A. Little,230.0
J. Brinch,226.0
J. Osei-Tutu,265.0
Y. Emghames,259.0
A. Björnström,240.0
M. Donohue,246.0
M. Al Mufarrij,199.0
D. Cornell,170.0
T. Baller,249.0
Park Kwang Il,226.0
Javi López,233.0
M. Heča,185.0
Y. Al Bakr,260.0
A. Sebald,155.0
A. Gomez Mancini,239.0
S. Santoro,271.0
A. Ba,263.0
Gui Hong,212.0
R. Lowry,209.0
R. Tugarev,239.0
F. Ourega,253.0
M. Salaba,113.0
F. Maddaloni,113.0
A. Barnes,243.0
R. Emanuelsson,118.0
T. Robinson,270.0
L. O'Brien,244.0
H. Evjen,280.0
E. Aiwu,256.0
M. Lund,215.0
E. Kaja,271.0
A. Curry,221.0
P. Sokołowski,251.0
A. Kaltoft,199.0
E. Linthorst,229.0
B. Lekström,175.0
L. Schneider,257.0
Han Feng,216.0
D. Ogawa,264.0
F. Quiroz,242.0
S. Steijn,256.0
L. Ketterer,171.0
A. Nilsson,272.0
L. Perrin,209.0
C. Coll,275.0
C. Camacho,250.0
S. Sørløkk,273.0
N. Awassi,228.0
R. Hirakawa,257.0
C. Cooke,225.0
P. van der Vlag,134.0
R. Borges,228.0
T. Nijhuis,127.0
L. Bogdan,213.0
L. Wildin,261.0
M. Lillebo,287.0
R. Kim,122.0
M. Irigoyemborde,267.0
T. Ominami,269.0
I. Angulo,296.0
G. Carvajal,231.0
C. Akono,256.0
S. Pabón,135.0
C. Donovan,193.0
Park Jung Ho,263.0
R. Kehr,246.0
M. Soumaré,242.0
S. Pirkl,235.0
J. Senior,252.0
S. Jiménez,261.0
T. Nagura,280.0
S. Seedorf,304.0
N. Böhmer,189.0
N. Insfrán,136.0
J. Barjonas,249.0
L. Ntumba,139.0
K. O'Connell,242.0
M. Bird,249.0
B. Tozer,228.0
M. Tokida,242.0
V. Vanbaleghem,223.0
H. Hawsawi,235.0
B. Bashir,228.0
G. Volpe,127.0
C. Manicone,258.0
M. Herrera,221.0
J. Caballero,272.0
Kim Min Jun,241.0
S. Seddon,239.0
M. Al Mutairi,253.0
M. Platt,227.0
E. Botheim,248.0
J. Quiñones,229.0
Wang Guoming,174.0
A. Kabashi,253.0
J. Chávez,265.0
C. Weale,219.0
H. Abdelli,232.0
T. Golden,247.0
F. Godoy,206.0
D. Tejeda,244.0
M. Jay,290.0
S. Woods,174.0
D. Diani,231.0
O. Atilgan,267.0
M. Al Rubaie,157.0
C. Fox,221.0
B. Vera,219.0
L. Maloney,241.0
J. Pask,218.0
A. Errico,231.0
T. Moschión,232.0
Y. Al Shammari,261.0
F. Sollacaro,180.0
O. Mbaizo,274.0
O. Patiño,119.0
J. Arboleda,252.0
Wang Yaopeng,203.0
O. Shannon,239.0
B. Tollitt,255.0
L. Kunga,286.0
E. Bird,241.0
M. Zach,154.0
E. Masciangelo,255.0
E. Mergen,241.0
Y. Soma,254.0
N. Fiedler,276.0
C. Kirk,259.0
J. Bursztyn,137.0
G. Poluzzi,129.0
J. Sullivan,173.0
J. Scott,256.0
O. Al Saleem,269.0
A. Wilson,273.0
B. Kavanagh,236.0
J. Vall,287.0
N. Araya,182.0
F. Brandhof,269.0
K. Twardek,258.0
O. Ottesen,135.0
P. O'Conor,211.0
Y. Zabaleta,270.0
K. Stanek,229.0
J. McKay,207.0
S. Dahlström,259.0
M. Isaza,234.0
J. Barrett,197.0
H. Spratt,220.0
J. De Smet,105.0
K. Sheppard,230.0
M. Juárez,274.0
R. Senhadji,207.0
F. Navarro,246.0
K. Lynch,222.0
M. Ranmark,140.0
K. Flanagan,258.0
H. Yalçıntekin,235.0
J. Rondeel,180.0
A. Al Qahtani,249.0
M. Djitté,278.0
Lu Yao,246.0
J. Montgomery,194.0
T. Bakinson,240.0
M. Lenes,136.0
J. Jiménez,229.0
Yan Peng,304.0
J. Oswell,248.0
I. Domínguez,258.0
J. Debrah,234.0
R. Bennett,216.0
L. Coordes,248.0
B. Avramovic,251.0
O. Younger,180.0
I. Jönsson,235.0
R. Musaba,247.0
J. Requena,233.0
C. Kenna,150.0
Altamirano,243.0
N. Amamoo,280.0
S. Graham,262.0
Choi Young Eun,113.0
L. Bilboe,143.0
C. Velásquez,274.0
A. Semenyo,283.0
M. Dembélé,209.0
L. White,277.0
N. Leemhuis,254.0
P. Boevink,125.0
C. Whelan,244.0
T. Dele-Bashiru,268.0
R. Rosenqvist,247.0
D. Genreau,249.0
J. Tabinas,282.0
J. Hope,227.0
R. Takahashi,274.0
P. Harant,204.0
M. Trejo,255.0
R. Henry,235.0
J. Chávez,214.0
L. Brüggemeier,167.0
M. Al Haeti,157.0
N. Djouahra,257.0
A. Hartigan,251.0
V. Glaentzlin,264.0
J. Kitolano,284.0
M. Lacroix,210.0
Y. Khormi,277.0
F. Moreno,236.0
A. Campion,196.0
Y. Andzouana,226.0
J. Mahon,213.0
O. Yaman,221.0
A. Simpson,295.0
Li Yingjian,297.0
U. Yazğılı,217.0
F. Kelleher,179.0
O. Krusnell,256.0
Y. Otto,258.0
B. Fleming,267.0
L. Bürger,232.0
Sun Le,181.0
A. Bass,233.0
Y. Dieudonne,272.0
J. Graham,262.0
A. Wolniewicz,223.0
D. Lavercombe,134.0
S. Osorio,248.0
B. Cam,268.0
R. Donelon,273.0
C. Fogacci,123.0
C. Fermina,271.0
T. Vancooten,269.0
R. El Hankouri,258.0
R. Suzuki,149.0
O. Özdemir,238.0
R. Cretaro,227.0
S. Paul,232.0
M. Halstead,176.0
R. Schofield,144.0
S. Härtel,290.0
T. Trueba,159.0
A. Obaid,282.0
A. Coote,272.0
R. Solan,246.0
Chen Anqi,208.0
D. Turnbull,243.0
A. Edqvist,281.0
S. Al Selouli,264.0
E. Ngwatala,251.0
A. Samuel,292.0
H. Gilmour,232.0
M. Ruiz Díaz,241.0
M. Młyński,246.0
Morro,134.0
D. O'Connor,244.0
M. Johnstone,130.0
N. Cadden,298.0
Y. Toure,243.0
N. Bishop,112.0
L. Martínez,231.0
L. John,231.0
Sun Jungang,231.0
M. Al Mutlaq,260.0
A. Suljic,208.0
I. Tapia,201.0
J. Eastwood,173.0
J. Brimmer,230.0
S. Grønning,270.0
D. Williams,244.0
A. Díaz,222.0
B. Chibani,243.0
L. Ranieri,230.0
A. Laurienté,237.0
J. Meneses,133.0
T. Ogiwara,258.0
K. Ellison,209.0
E. Bohinen,257.0
A. Fletcher,281.0
M. Najjar,234.0
E. Zehir,244.0
Zeng Shuai,223.0
R. Laryea,287.0
M. Sipľak,235.0
M. Miller,251.0
O. Johansson,265.0
A. Mondal,193.0
Z. Westbrooke,240.0
K. Pagliuca,218.0
B. Hall,212.0
M. Köbbing,144.0
E. Chapman,251.0
L. Orellano,251.0
R. Harker,242.0
L. Rogerson,290.0
L. Thomas,202.0
P. Sander,253.0
J. Jensen,150.0
Jiang Wenjun,257.0
A. Alibekov,224.0
N. Giraldo,268.0
J. Mashart,274.0
D. Casey,216.0
C. Norman,216.0
N. Lemaître,137.0
F. Ross,258.0
O. Kakay,273.0
D. Leahy,228.0
R. Sottil,235.0
Li Haitao,135.0
R. Allassani,285.0
D. Conroy,196.0
F. Zorba,249.0
T. Blackmon,248.0
T. Arndal,248.0
M. Al Sufyani,256.0
B. Liddle,233.0
C. Oliver,194.0
N. Kariri,259.0
Xiang Hantian,291.0
Lee Gyu Seong,264.0
R. de Vos,235.0
M. Wasielewski,244.0
N. Simon,268.0
N. Kirk,242.0
S. Al Najrani,233.0
L. Lalruatthara,283.0
A. Attiah,134.0
K. Ademi,195.0
C. Gallego,244.0
Zhou Dadi,275.0
D. Adshead,254.0
J. Adelson,270.0
C. Brown,175.0
S. Bouzar,235.0
J. Curran,276.0
M. Lansing,210.0
D. Cayupil,247.0
O. Mireles,244.0
O. Valakari,215.0
B. Stillhart,235.0
R. Holden,269.0
D. Salanovic,248.0
Pol Lozano,234.0
S. Todd,184.0
A. Ordagić,248.0
C. Evans,266.0
O. Buur Rasmussen,277.0
J. Krasniqi,247.0
C. Libertiaux,120.0
L. Migliorelli,262.0
M. Millar,300.0
K. Kitamoto,169.0
Su Yuanjie,281.0
M. Mejlstrup Pedersen,261.0
K. Gordon,271.0
A. Bayındır,109.0
N. Helmbrecht,260.0
J. Theissen,145.0
O. Tejeda,267.0
D. Mottley-Henry,284.0
J. Hernandez,275.0
S. Villarreal,252.0
S. Al Nabit,273.0
B. Folami,282.0
K. Castañeda,229.0
A. Ghareeb,282.0
I. Jasarevic,243.0
C. Vernam,297.0
Lee Rae Joon,245.0
B. Taz,249.0
T. Mizutani,275.0
B. Dione,235.0
K. Al Shuwayie,232.0
A. Ramírez,266.0
K. Kovačević,214.0
E. Sivertsen,234.0
L. Ritson,235.0
G. Berggren,234.0
J. Oksanen,244.0
D. Parker,270.0
C. Mafoumbi,177.0
A. Bolger,253.0
A. Al Basisi,183.0
B. Fox,227.0
E. Kastrati,155.0
M. Al Rashidi,269.0
Kim Woo Suk,205.0
M. Radecki,251.0
O. Jackson,209.0
C. Thompson,262.0
J. Shackleton,281.0
T. Sibbick,257.0
K. Oldenburger,222.0
M. Lema,246.0
A. Al Riou,260.0
N. Cordero,252.0
J. Rodríguez,243.0
H. Abu Sharara,262.0
B. Hussein,247.0
H. Pernía,199.0
V. Ekani,251.0
L. Gordon,189.0
V. Karakuş,134.0
M. Al Zubaidi,278.0
A. Al Bishi,201.0
R. Lloyd,272.0
G. Siadas,234.0
M. Asiri,166.0
S. Coly,250.0
C. Coventry,237.0
J. Ponceau,267.0
R. Noda,212.0
Qiu Shengjiong,134.0
M. Al Haidari,137.0
K. Stamatopoulos,163.0
Y. Lenze,190.0
F. Chenkam,265.0
R. Edmondson,219.0
M. Klass,263.0
J. Vom Steeg,122.0
E. Palacios,270.0
Kim Joon Beom,258.0
A. Campbell,283.0
H. Pritchard,245.0
K. Engbers,207.0
K. Wootton,234.0
U. Türker,239.0
L. Malicsek,255.0
K. da Graca,194.0
B. Maguire,201.0
J. Padilla,206.0
I. Shinozuka,248.0
S. Palma,222.0
C. Crane,254.0
A. Rizzo,262.0
D. Lyness,177.0
J. Holldack,244.0
A. Goelzer,246.0
A. Mironov,233.0
G. Gbellé,240.0
T. Abrahams,258.0
S. Ben Amar,231.0
M. Gillam,267.0
F. Kaya,247.0
J. Zea,259.0
D. Spence,282.0
I. Turner,240.0
Cong Zhen,250.0
M. Norman,129.0
E. Mahmutovic,198.0
Vasco Paciência,259.0
F. Akammadu,219.0
S. Shotton,202.0
A. Hindi,213.0
C. Nicell,250.0
J. Truque,134.0
H. Douglas,181.0
S. Dieng,166.0
A. Adetula,268.0
B. Alférez,214.0
D. Mitov,228.0
M. Galé,253.0
R. Harvey,267.0
J. McMillan,236.0
H. Clifton,269.0
T. Heward-Belle,127.0
S. Long,260.0
J. Simonsen,302.0
P. Sánchez,253.0
A. Høvenhoff,253.0
R. Koot,122.0
J. Pourtau,108.0
D. Mushitu,258.0
M. Berisha,249.0
M. Harris,250.0
Gao Tianyi,262.0
J. Al Dossary,239.0
L. Seydoux,284.0
D. Mena,267.0
A. Medina,221.0
O. O'Dwyer,139.0
M. Parada,255.0
Jo Yong Jae,252.0
M. Wolff,106.0
B. Lucumí,267.0
O. Kensdale,202.0
K. Szymański,132.0
L. Hardcastle,254.0
O. Malcı,221.0
H. Al Yami,259.0
M. Orłowski,247.0
J. Ferry,253.0
S. Janssen,224.0
M. Catenacci,262.0
B. Kennedy,166.0
M. Guel,287.0
T. Rönning,103.0
A. Jerez,160.0
M. Pedersen,270.0
K. Politz,216.0
A. Grinwis,134.0
K. Shiihashi,260.0
M. Layer,126.0
M. Grundmann,227.0
W. Biedrzycki,229.0
D. Szczepan,202.0
D. Baur,214.0
C. Lang,261.0
C. Ariza,130.0
S. Amin,259.0
D. Hutchinson,223.0
Y. Ben El-Mhanni,269.0
H. Isted,148.0
O. Yilmaz,217.0
R. Caicedo,128.0
G. Kımışır,208.0
R. Watson,228.0
V. Viot,184.0
Z. Al Haniti,183.0
N. Abdali,245.0
S. McWilliams,259.0
T. Roberts,261.0
J. McDonagh,274.0
D. Malhue,252.0
A. Koldere,241.0
D. Stynes,242.0
M. Kos,181.0
F. Baptiste,273.0
Jeong Chee In,249.0
K. Watts,223.0
J. Lennon,229.0
H. Duman,261.0
N. Anhölcher,256.0
J. Stenmark,241.0
S. Belkahia,224.0
C. Tovar,224.0
C. Goslin,266.0
B. Stephens,277.0
Y. Requena,255.0
K. Cantwell,192.0
S. Lavelle,196.0
M. Rodrigues,201.0
Javito,243.0
W. Jakkit,255.0
H. St Clair,244.0
S. Grønli,259.0
P. Jensen,121.0
A. Hinds,271.0
F. Al Rashidi,248.0
A. Ávila,237.0
M. Lis,123.0
S. Kawamata,142.0
A. Nsakala,263.0
B. Hernández,250.0
C. Carroll,222.0
D. Takahashi,270.0
L. Brand,138.0
Liu Yang,262.0
Y. Zummack,127.0
R. Feely,200.0
J. Hove,247.0
T. Deters,270.0
H. Bellman,277.0
Marc Vito,138.0
C. MacPherson,246.0
C. Rojas,262.0
A. Cvetkovic,227.0
R. Okazaki,229.0
R. Wintle,245.0
M. Smith,233.0
J. Rees,236.0
K. Ogi,119.0
Álvaro Gómez,211.0
T. Makowski,255.0
C. Sickinger,240.0
A. Al Bahri,148.0
K. Dybowski,109.0
T. Vermot,110.0
Darío Ramos,127.0
E. Lyngdoh,270.0
R. Escobar,253.0
M. Ogkmpoe,250.0
N. Pejović,204.0
J. Lokilo,288.0
Wang Ziming,244.0
T. O'Neill,227.0
C. Waters,265.0
J. Williams,255.0
K. Mendoza,158.0
Pedrosa,232.0
F. Becker,251.0
J. Brown,249.0
M. Bulka,144.0
R. Deprem,264.0
H. Al Watyan,177.0
I. Samba,258.0
S. Tağa,239.0
J. Castillo,236.0
O. Şahin,215.0
A. Cháves,239.0
H. Campbell,183.0
F. Myhre,222.0
I. Sauter,229.0
M. Castaño,261.0
L. Ureta,145.0
J. Ceesay,276.0
J. Fischer,248.0
D. Pawłowski,251.0
J. Ball,245.0
M. Shinada,239.0
C. Lyon,181.0
Li Siqi,252.0
G. Pender,205.0
E. Crona,230.0
M. Idzik,249.0
L. Gelzleichter,234.0
S. Kulenović,289.0
J. Talbot,179.0
J. Hallam,245.0
J. Olufsen,251.0
N. Al Harthi,268.0
J. Thompson,272.0
Long Wei,231.0
J. Valdeblánquez,265.0
C. Núñez,223.0
S. Mallon,260.0
D. Tomii,157.0
K. Suzuki,214.0
M. Sopoćko,236.0
O. Al Suhaymi,222.0
D. Pierias,294.0
R. Tsonev,262.0
C. Ellis,289.0
H. Finndell,240.0
C. Cooper,261.0
E. Maulana Vikri,207.0
D. Ingham,259.0
A. Koiki,233.0
S. Farsak,251.0
I. Cameron,244.0
P. Bird,246.0
Y. Avcılar,213.0
Peng Rui,273.0
Yang Ke,256.0
R. Majecki,133.0
S. Nakagawa,206.0
R. Oates,252.0
P. Patron,124.0
P. Lewis,264.0
R. Giles,294.0
S. Sohm,265.0
M. Wohlgemuth,223.0
M. Żyro,224.0
A. Al Arishi,210.0
Y. Mersin,167.0
S. Want,204.0
L. Grabovac,258.0
Liu Heng,226.0
S. Bojang,279.0
L. Conlan,243.0
Liu Hao,264.0
J. Medina,227.0
S. Giménez,210.0
T. Francois,254.0
D. Kaneko,250.0
D. van Kaam,228.0
F. Fischerauer,257.0
A. Hellborg,211.0
B. Daniels,291.0
Zhou Qiming,273.0
D. Miya,210.0
M. Nottingham,207.0
A. Abdulhameed,140.0
Y. Wakizaka,222.0
M. Tapias,226.0
R. Correa,259.0
O. Solbakken,236.0
A. Koljic,251.0
J. Bennett,294.0
J. Nieva,229.0
H. Salem,249.0
E. Sandberg,210.0
F. Abo Bakr,219.0
T. Tanaka,285.0
Zuo Yiteng,246.0
W. Fitzgerald,258.0
K. Osako,141.0
Wei Zhen,199.0
A. Hudu,255.0
J. Lalrinzuala,270.0
I. Pearce,270.0
R. Motegi,264.0
K. Cabral,240.0
A. Majok,281.0
R. Ito,235.0
I. Ünal,123.0
E. Chilufya,308.0
Lee Joon Hee,176.0
M. Stajduhar,148.0
K. Fatkic,210.0
A. Jakupović,181.0
A. Eichhorn,268.0
Yang Wanshun,278.0
Philippe,250.0
Yang Fan,232.0
D. Pipe,231.0
K. Ichimi,229.0
J. Ponticelli,268.0
S. Ali Yahya,248.0
S. Brolin,118.0
J. Pérez,190.0
A. Pearce,154.0
B. White,137.0
B. Nygren,237.0
Yang Liyu,282.0
L. Davies,271.0
F. Espinoza,243.0
Joan Luque,235.0
R. Hoffmann,125.0
Z. Mills,244.0
H. Herrera,251.0
A. Ajdarević,259.0
Y. Uekusa,249.0
K. Rowles,238.0
T. Hamilton,248.0
K. Ito,246.0
C. O'Toole,260.0
E. Moran,135.0
I. Koné,260.0
K. Awuah,213.0
L. Ashby-Hammond,114.0
N. Marfelt,260.0
T. Chakwana,254.0
F. Schram,176.0
D. Daly,273.0
S. Pedersen,256.0
M. Al Hamad,233.0
O. Ünlüçifçi,263.0
A. Hoven,277.0
C. Zuvela,247.0
O. Christensen,154.0
D. Breitfelder,223.0
G. Vetti,240.0
L. Robles,224.0
M. Miño,127.0
W. Le Pogam,235.0
N. Mbo,263.0
Lee Kwang Jin,298.0
S. Abifade,288.0
C. Lokoli-Ngoy,282.0
E. Bijlsma,213.0
D. Hayes,229.0
M. Śliwa,251.0
S. Moore,200.0
Y. Takeda,124.0
J. Kavanagh,235.0
Kim Tae Ho,172.0
R. Vinderslev,239.0
A. Nurudeen,119.0
T. Damsgaard,254.0
K. Henry,257.0
Zhu Xiaogang,198.0
A. Kuruniyan,289.0
R. Batlokwa,267.0
B. Leneis,118.0
M. Blair,252.0
Lee Hyun Sik,241.0
J. Etou,259.0
Cui Ming'an,241.0
D. López,193.0
P. Pierzchała,203.0
O. Al Owdah,252.0
A. Thurgate,245.0
Y. Magnin,253.0
A. Al Enazi,248.0
C. Clifford,245.0
T. Hagelskjaer,170.0
N. Rodes,231.0
L. Mirwa,253.0
W. Altamirano,212.0
Ko Jae Hyun,248.0
O. Evans,157.0
Lü Peng,257.0
Xu Yougang,242.0
Sun Guowen,277.0
S. Alzate,244.0
M. Steinwender,206.0
H. Cardwell,254.0
M. Vantruba,120.0
H. Wilder,247.0
B. Delihasan,246.0
D. Puster,246.0
H. Tombakti,237.0
L. Gibbens,220.0
G. Kostadinov,225.0
L. Perea,207.0
A. Ogalde,111.0
M. Bersano,181.0
I. Olaofe,270.0
D. Barnett,246.0
R. Ferguson,113.0
F. Domínguez,241.0
N. Vitré,244.0
H. Al Sibyani,276.0
M. Shabow,252.0
A. Famewo,264.0
W. Tomlinson,239.0
O. Al Zayni,260.0
A. Linnér,262.0
A. Tarmin,253.0
J. Roberts,268.0
K. Horgan,165.0
J. Tibbetts,129.0
R. Balanta,249.0
D. Arias,226.0
W. Huffer,131.0
Yan Zhiyu,276.0
W. Hanssen,257.0
M. Al Thani,243.0
Montes,246.0
N. Khalifa,251.0
A. Fisher,152.0
C. Lindley,239.0
M. Borgogno,113.0
H. Al Shaie,254.0
G. Haag,213.0
C. McVey,239.0
I. Ibañez,251.0
H. Sobol,229.0
Cristian Arco,182.0
G. Satalino,123.0
A. Diaz,225.0
M. Hauptmann,259.0
S. Kelly,214.0
K. Zobeck,171.0
G. McDonagh,263.0
D. Bielica,137.0
M. Akjah,154.0
R. Sandford,148.0
R. Slater,237.0
A. Al Nassar,263.0
A. Al Shehry,143.0
M. Kristensen,183.0
E. Wearen,222.0
M. Solberg,239.0
Gianluca Zanette,112.0
T. Bloor,262.0
V. Arzayus,192.0
M. Kaastrup,273.0
J. Sinclair,260.0
P. Gueye,214.0
M. Godoy,240.0
J. Łoś,228.0
S. Gussiås,218.0
G. Piras,205.0
J. Sowerby,213.0
Taliby,108.0
P. Waring,251.0
A. Agouda,269.0
T. Mitchell,224.0
H. Acar,222.0
K. Ahmadi,251.0
B. Maher,173.0
A. Al Shammari,262.0
A. Haroon,239.0
R. Edmonds-Green,205.0
N. Sheron,197.0
S. Baptiste,228.0
M. El Idrissy,224.0
C. Goddard,250.0
B. Leiva,222.0
R. Kamber,237.0
M. Valenta,256.0
T. Forbes,264.0
K. Lara,255.0
A. Baun,247.0
B. Niezgoda,114.0
A. Doğan,199.0
A. Payne,249.0
J. López,245.0
M. Matic,117.0
Chang Feiya,278.0
J. Kayode,231.0
A. Arigoni,250.0
R. McGinley,265.0
T. Amos,126.0
Y. Taki,269.0
D. Błanik,252.0
Y. Nishimura,253.0
M. Howarth,241.0
S. Mann,240.0
M. Karlsson,135.0
Y. Oki,173.0
R. Swan,247.0
D. Noone,226.0
Wang Liang,248.0
M. Ross Jensen,232.0
F. Kraft,149.0
A. Bonnah,248.0
M. Barker,240.0
O. Bayode,263.0
C. Bassett,243.0
Víctor Gómez,234.0
B. Berríos,262.0
N. Logue,207.0
D. Dennehy,146.0
S. Harding,215.0
K. Sibille,198.0
C. Oxlade-Chamberlain,266.0
J. Guttau,273.0
N. Hunt,169.0
E. Çetindere,235.0
Jang Eun Gyu,241.0
F. Durmuş,237.0
R. Lopez-Espin,214.0
J. Singh,296.0
K. Davies,204.0
Y. Aguila,240.0
J. Romo,260.0
A. Troffa,247.0
F. Darisi,251.0
A. Quintana,110.0
K. Klaesson,132.0
H. Ishikawa,255.0
C. Moreno,139.0
E. Selen,189.0
M. Hernández,249.0
A. Sevestre,108.0
L. Dunne,266.0
L. Cass,217.0
S. Jurado,144.0
G. Kawanami,115.0
D. Araki,268.0
R. Uehara,283.0
J. Grayson,217.0
N. Gartside,178.0
R. Piscitelli,115.0
H. Guenouche,283.0
N. Hahn,273.0
E. Küc,241.0
J. Galić,120.0
E. Iandolo,251.0
B. Doherty,263.0
K. Yamaguchi,290.0
H. Ishihara,256.0
W. Scott,231.0
H. Offia,253.0
R. Yañez,124.0
K. Ward,260.0
G. Rogers,268.0
K. McIntosh,170.0
W. Graham,236.0
M. Henvey,255.0
L. Gray,160.0
E. Suliman,200.0
K. Mellado,246.0
F. Tägtström,220.0
J. Kronig,229.0
M. Edjouma,222.0
L. Wackerle,119.0
T. Shibuya,141.0
B. Mumba,230.0
A. Addai,261.0
R. Gómez,248.0
A. Gilchrist,227.0
V. Reitstetter,232.0
B. Ozegovic,134.0
M. Orozco,227.0
S. Bakan,255.0
M. Leverbe,201.0
P. Almqvist,259.0
Wang Chu,250.0
M. Prinz,134.0
M. García,263.0
P. Pellegrino,134.0
R. Al Otaibi,253.0
N. Hämäläinen,231.0
A. Kapp,170.0
L. Shabani,238.0
B. Castrejón,237.0
A. Kawai,245.0
A. Nadesan,241.0
A. Rodriguez,205.0
V. Kaith,140.0
S. Daly-Bütz,240.0
A. Gudjónsson,207.0
H. Andersson,202.0
C. Elliot,258.0
V. Triboulet,240.0
A. Zaizen,253.0
C. López,170.0
A. Kigbu,194.0
S. Tracy,210.0
C. Sepúlveda,237.0
S. Martin,233.0
Y. Nishibe,108.0
Liu Le,261.0
R. Clampin,269.0
L. Hlabi,269.0
L. O'Reilly,181.0
H. Noda,220.0
K. Taimi,227.0
R. Al Najjar,159.0
Liu Yue,285.0
A. Takagi,248.0
